VALUES (0001, 0, 2, 0.5, 0.5, 0.25, 2, 0.5, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0.5)
VALUES (0002, 0, 2, 0.5, 0.5, 0.25, 2, 0.5, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0.5)
VALUES (0003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
VALUES (0003, 0, 0, 0.5, 0.5, 0.25, 0, 0.5, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0.5)
VALUES (0004, 0, 0.5, 2, 0, 0.5, 0.5, 0, 0, 2, 0, 0, 0.5, 2, 0, 0, 0, 0.5, 0.5)
VALUES (0005, 0, 0.5, 2, 0, 0.5, 0.5, 0, 0, 2, 0, 0, 0.5, 2, 0, 0, 0, 0.5, 0.5)
VALUES (0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
VALUES (0006, 0, 0.25, 0, 0.5, 0.25, 0, 0, 0, 2, 0, 0, 0.5, 2, 0, 2, 0, 0.5, 0)
VALUES (0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
VALUES (0007, 0, 0.5, 0.5, 2, 2, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0)
VALUES (0008, 0, 0.5, 0.5, 2, 2, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0)
VALUES (0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
VALUES (0009, 0, 0.5, 0.5, 2, 2, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0)
VALUES (0010, 0, 2, 0, 0, 0.5, 0, 0.5, 0, 0.5, 2, 0, 0, 2, 0, 0, 0, 0, 0)
VALUES (0011, 0, 2, 0, 0, 0.5, 0, 0.5, 0, 0.5, 2, 0, 0, 2, 0, 0, 0, 0, 0)
VALUES (0012, 0, 2, 0, 2, 0.25, 2, 0.25, 0, 0, 2, 0, 0.5, 4, 0, 0, 0, 0, 0)
